# Depth(m)	Temperature(C)
3.160000000000000000e+05	1.413093118012422337e+03
3.120000000000000000e+05	1.411518906832298171e+03
3.080000000000000000e+05	1.409935701863354097e+03
3.040000000000000000e+05	1.408343503105590116e+03
3.000000000000000000e+05	1.406751304347826135e+03
2.960000000000000000e+05	1.405195627329192575e+03
2.920000000000000000e+05	1.403639950310559016e+03
2.880000000000000000e+05	1.402114571428571480e+03
2.840000000000000000e+05	1.400619490683229969e+03
2.800000000000000000e+05	1.399124409937888458e+03
2.760000000000000000e+05	1.397640335403726795e+03
2.720000000000000000e+05	1.396156260869565358e+03
2.680000000000000000e+05	1.394633180124223600e+03
2.640000000000000000e+05	1.393071093167701974e+03
2.600000000000000000e+05	1.391509006211180122e+03
2.560000000000000000e+05	1.389807739130434811e+03
2.520000000000000000e+05	1.388106472049689501e+03
2.480000000000000000e+05	1.386344919254658407e+03
2.440000000000000000e+05	1.384523080745341531e+03
2.400000000000000000e+05	1.382701242236024655e+03
2.360000000000000000e+05	1.380827105590062047e+03
2.320000000000000000e+05	1.378952968944099212e+03
2.280000000000000000e+05	1.377080695652173745e+03
2.240000000000000000e+05	1.375210285714285646e+03
2.200000000000000000e+05	1.373339875776397548e+03
2.160000000000000000e+05	1.371454211180124275e+03
2.120000000000000000e+05	1.369568546583850775e+03
2.080000000000000000e+05	1.367599068322981111e+03
2.040000000000000000e+05	1.365545776397515283e+03
2.000000000000000000e+05	1.363492484472049455e+03
1.960000000000000000e+05	1.360876136645962561e+03
1.920000000000000000e+05	1.358259788819875666e+03
1.880000000000000000e+05	1.354930757763975180e+03
1.840000000000000000e+05	1.350889043478260874e+03
1.800000000000000000e+05	1.346847329192546567e+03
1.760000000000000000e+05	1.339910111801242238e+03
1.720000000000000000e+05	1.332972894409937908e+03
1.680000000000000000e+05	1.323641440993788819e+03
1.640000000000000000e+05	1.311915751552794973e+03
1.600000000000000000e+05	1.300190062111801126e+03
1.560000000000000000e+05	1.282146757763975074e+03
1.520000000000000000e+05	1.264103453416149023e+03
1.480000000000000000e+05	1.243141068322981255e+03
1.440000000000000000e+05	1.219259602484471998e+03
1.400000000000000000e+05	1.195378136645962741e+03
1.360000000000000000e+05	1.168208447204968934e+03
1.320000000000000000e+05	1.141038757763975354e+03
1.280000000000000000e+05	1.113222383850931919e+03
1.240000000000000000e+05	1.084759325465838629e+03
1.200000000000000000e+05	1.056296267080745338e+03
1.160000000000000000e+05	1.027166557763975106e+03
1.120000000000000000e+05	9.980368484472048749e+02
1.080000000000000000e+05	9.686714136645962299e+02
1.040000000000000000e+05	9.390702534161490576e+02
1.000000000000000000e+05	9.094690931677018852e+02
9.600000000000000000e+04	8.794791801242236033e+02
9.200000000000000000e+04	8.494892670807453214e+02
8.800000000000000000e+04	8.191698484472049131e+02
8.400000000000000000e+04	7.885209242236024920e+02
8.000000000000000000e+04	7.578720000000000709e+02
7.600000000000000000e+04	7.243216198757763777e+02
7.200000000000000000e+04	6.907712397515527982e+02
6.800000000000000000e+04	6.525146211180123146e+02
6.400000000000000000e+04	6.095517639751551542e+02
6.000000000000000000e+04	5.665889068322979938e+02
5.600000000000000000e+04	5.042886459627328577e+02
5.200000000000000000e+04	4.419883850931676648e+02
4.800000000000000000e+04	3.679754074534161532e+02
4.400000000000000000e+04	2.822497130434782662e+02
4.000000000000000000e+04	1.965240186335403507e+02
3.600000000000000000e+04	1.179144111801242047e+02
3.200000000000000000e+04	3.930480372670806588e+01
2.800000000000000000e+04	0.000000000000000000e+00
2.400000000000000000e+04	0.000000000000000000e+00
2.000000000000000000e+04	0.000000000000000000e+00
1.600000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
8.000000000000000000e+03	0.000000000000000000e+00
4.000000000000000000e+03	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
