# lon lat thick
4.726200000000000045e+01 -7.089900000000000091e+01 2.040000000000000000e+02
4.800200000000000244e+01 -7.092600000000000193e+01 2.050000000000000000e+02
4.874199999999999733e+01 -7.095799999999999841e+01 2.050000000000000000e+02
4.948100000000000165e+01 -7.099599999999999511e+01 2.040000000000000000e+02
5.021900000000000119e+01 -7.103900000000000148e+01 2.050000000000000000e+02
5.095499999999999829e+01 -7.108700000000000330e+01 2.040000000000000000e+02
5.168900000000000006e+01 -7.114100000000000534e+01 2.040000000000000000e+02
5.242199999999999704e+01 -7.120000000000000284e+01 2.050000000000000000e+02
5.315200000000000102e+01 -7.126399999999999579e+01 2.050000000000000000e+02
5.388100000000000023e+01 -7.133400000000000318e+01 2.050000000000000000e+02
5.460699999999999932e+01 -7.140900000000000603e+01 2.050000000000000000e+02
5.532999999999999829e+01 -7.148900000000000432e+01 2.060000000000000000e+02
5.605100000000000193e+01 -7.157399999999999807e+01 2.060000000000000000e+02
5.676899999999999835e+01 -7.166500000000000625e+01 2.060000000000000000e+02
5.748299999999999699e+01 -7.176099999999999568e+01 1.980000000000000000e+02
5.819400000000000261e+01 -7.186100000000000421e+01 1.980000000000000000e+02
5.890100000000000335e+01 -7.196699999999999875e+01 1.970000000000000000e+02
5.960399999999999920e+01 -7.207800000000000296e+01 1.970000000000000000e+02
6.030400000000000205e+01 -7.219400000000000261e+01 2.050000000000000000e+02
6.099799999999999756e+01 -7.231499999999999773e+01 2.040000000000000000e+02
6.168800000000000239e+01 -7.243999999999999773e+01 2.020000000000000000e+02
6.237299999999999756e+01 -7.257099999999999795e+01 2.010000000000000000e+02
6.305299999999999727e+01 -7.270600000000000307e+01 1.980000000000000000e+02
6.372699999999999676e+01 -7.284600000000000364e+01 1.940000000000000000e+02
6.439499999999999602e+01 -7.298999999999999488e+01 1.910000000000000000e+02
6.505700000000000216e+01 -7.313899999999999579e+01 1.870000000000000000e+02
6.571200000000000330e+01 -7.329300000000000637e+01 1.820000000000000000e+02
6.636100000000000421e+01 -7.345099999999999341e+01 1.730000000000000000e+02
6.700199999999999534e+01 -7.361299999999999955e+01 1.660000000000000000e+02
6.763500000000000512e+01 -7.378000000000000114e+01 1.610000000000000000e+02
6.826000000000000512e+01 -7.395099999999999341e+01 1.330000000000000000e+02
6.887699999999999534e+01 -7.412600000000000477e+01 1.150000000000000000e+02
6.948399999999999466e+01 -7.430500000000000682e+01 1.120000000000000000e+02
7.008100000000000307e+01 -7.448900000000000432e+01 1.090000000000000000e+02
7.066899999999999693e+01 -7.467600000000000193e+01 1.080000000000000000e+02
7.124599999999999511e+01 -7.486700000000000443e+01 1.060000000000000000e+02
7.181100000000000705e+01 -7.506100000000000705e+01 1.040000000000000000e+02
7.236400000000000432e+01 -7.526000000000000512e+01 1.030000000000000000e+02
7.290500000000000114e+01 -7.546099999999999852e+01 1.020000000000000000e+02
7.343200000000000216e+01 -7.566700000000000159e+01 1.000000000000000000e+02
7.394400000000000261e+01 -7.587500000000000000e+01 9.800000000000000000e+01
7.444199999999999307e+01 -7.608700000000000330e+01 9.700000000000000000e+01
7.492400000000000659e+01 -7.630200000000000671e+01 9.500000000000000000e+01
8.261299999999999955e+01 -7.553799999999999670e+01 9.400000000000000000e+01
8.328700000000000614e+01 -7.580299999999999727e+01 9.400000000000000000e+01
8.394700000000000273e+01 -7.607099999999999795e+01 9.400000000000000000e+01
8.459399999999999409e+01 -7.634300000000000352e+01 9.400000000000000000e+01
8.522599999999999909e+01 -7.661899999999999977e+01 9.400000000000000000e+01
8.584199999999999875e+01 -7.689900000000000091e+01 9.400000000000000000e+01
8.644100000000000250e+01 -7.718099999999999739e+01 9.400000000000000000e+01
8.702100000000000080e+01 -7.746699999999999875e+01 9.400000000000000000e+01
8.758100000000000307e+01 -7.775600000000000023e+01 9.400000000000000000e+01
8.812000000000000455e+01 -7.804699999999999704e+01 9.400000000000000000e+01
8.863500000000000512e+01 -7.834199999999999875e+01 9.400000000000000000e+01
8.912600000000000477e+01 -7.863899999999999579e+01 9.400000000000000000e+01
8.958799999999999386e+01 -7.893899999999999295e+01 9.400000000000000000e+01
9.002100000000000080e+01 -7.924099999999999966e+01 9.400000000000000000e+01
9.042100000000000648e+01 -7.954500000000000171e+01 9.400000000000000000e+01
9.078400000000000603e+01 -7.985099999999999909e+01 9.400000000000000000e+01
9.110899999999999466e+01 -8.015900000000000603e+01 9.400000000000000000e+01
9.139000000000000057e+01 -8.046800000000000352e+01 9.400000000000000000e+01
9.162300000000000466e+01 -8.077800000000000580e+01 9.400000000000000000e+01
9.180299999999999727e+01 -8.109000000000000341e+01 9.400000000000000000e+01
9.192400000000000659e+01 -8.140200000000000102e+01 9.400000000000000000e+01
9.197899999999999920e+01 -8.171500000000000341e+01 9.400000000000000000e+01
9.196099999999999852e+01 -8.202800000000000580e+01 9.400000000000000000e+01
9.185999999999999943e+01 -8.234000000000000341e+01 9.400000000000000000e+01
9.166700000000000159e+01 -8.265200000000000102e+01 9.400000000000000000e+01
9.136899999999999977e+01 -8.296299999999999386e+01 9.400000000000000000e+01
9.095199999999999818e+01 -8.327200000000000557e+01 9.400000000000000000e+01
9.040099999999999625e+01 -8.357800000000000296e+01 9.400000000000000000e+01
8.969700000000000273e+01 -8.388100000000000023e+01 9.400000000000000000e+01
8.881799999999999784e+01 -8.418099999999999739e+01 9.400000000000000000e+01
8.773799999999999955e+01 -8.447499999999999432e+01 9.400000000000000000e+01
8.642900000000000205e+01 -8.476300000000000523e+01 9.400000000000000000e+01
8.485599999999999454e+01 -8.504300000000000637e+01 9.400000000000000000e+01
8.298399999999999466e+01 -8.531300000000000239e+01 9.400000000000000000e+01
8.076900000000000546e+01 -8.557200000000000273e+01 9.500000000000000000e+01
7.816899999999999693e+01 -8.581600000000000250e+01 9.700000000000000000e+01
7.514199999999999591e+01 -8.604399999999999693e+01 9.900000000000000000e+01
7.164799999999999613e+01 -8.625100000000000477e+01 1.010000000000000000e+02
6.766500000000000625e+01 -8.643300000000000693e+01 1.020000000000000000e+02
6.318900000000000006e+01 -8.658700000000000330e+01 1.030000000000000000e+02
5.825600000000000023e+01 -8.670900000000000318e+01 1.040000000000000000e+02
5.293999999999999773e+01 -8.679399999999999693e+01 1.050000000000000000e+02
4.736399999999999721e+01 -8.683899999999999864e+01 1.060000000000000000e+02
4.168500000000000227e+01 -8.684300000000000352e+01 1.060000000000000000e+02
3.607699999999999818e+01 -8.680500000000000682e+01 1.070000000000000000e+02
3.070100000000000051e+01 -8.672799999999999443e+01 1.070000000000000000e+02
2.568900000000000006e+01 -8.661299999999999955e+01 1.070000000000000000e+02
2.112300000000000111e+01 -8.646500000000000341e+01 1.070000000000000000e+02
1.704599999999999937e+01 -8.628700000000000614e+01 1.070000000000000000e+02
1.346199999999999974e+01 -8.608400000000000318e+01 1.070000000000000000e+02
1.034900000000000020e+01 -8.585999999999999943e+01 1.070000000000000000e+02
7.671999999999999709e+00 -8.561899999999999977e+01 1.070000000000000000e+02
5.387999999999999901e+00 -8.536299999999999955e+01 1.070000000000000000e+02
3.454000000000000181e+00 -8.509399999999999409e+01 1.060000000000000000e+02
1.828999999999999959e+00 -8.481600000000000250e+01 1.060000000000000000e+02
4.719999999999999751e-01 -8.453000000000000114e+01 1.060000000000000000e+02
-6.480000000000000204e-01 -8.423699999999999477e+01 1.050000000000000000e+02
-1.562999999999999945e+00 -8.393800000000000239e+01 1.050000000000000000e+02
-2.298999999999999932e+00 -8.363599999999999568e+01 1.050000000000000000e+02
-2.876999999999999780e+00 -8.332999999999999829e+01 1.050000000000000000e+02
-3.318000000000000060e+00 -8.302100000000000080e+01 1.050000000000000000e+02
-3.637000000000000011e+00 -8.271099999999999852e+01 1.050000000000000000e+02
-3.849000000000000199e+00 -8.239900000000000091e+01 1.050000000000000000e+02
-3.966000000000000192e+00 -8.208700000000000330e+01 1.060000000000000000e+02
-3.999000000000000110e+00 -8.177400000000000091e+01 1.070000000000000000e+02
-3.956999999999999851e+00 -8.146099999999999852e+01 1.070000000000000000e+02
-3.847999999999999865e+00 -8.114900000000000091e+01 1.080000000000000000e+02
-3.678999999999999826e+00 -8.083700000000000330e+01 1.090000000000000000e+02
-3.455999999999999961e+00 -8.052599999999999625e+01 1.100000000000000000e+02
-3.182999999999999829e+00 -8.021699999999999875e+01 1.110000000000000000e+02
-2.866999999999999993e+00 -7.990900000000000603e+01 1.130000000000000000e+02
-2.509999999999999787e+00 -7.960200000000000387e+01 1.140000000000000000e+02
-2.116999999999999993e+00 -7.929800000000000182e+01 1.150000000000000000e+02
-1.689999999999999947e+00 -7.899599999999999511e+01 1.170000000000000000e+02
-1.233000000000000096e+00 -7.869499999999999318e+01 1.180000000000000000e+02
-7.479999999999999982e-01 -7.839799999999999613e+01 1.200000000000000000e+02
-2.369999999999999885e-01 -7.810299999999999443e+01 1.210000000000000000e+02
2.979999999999999871e-01 -7.781000000000000227e+01 1.230000000000000000e+02
8.539999999999999813e-01 -7.752100000000000080e+01 1.250000000000000000e+02
1.431000000000000050e+00 -7.723499999999999943e+01 1.270000000000000000e+02
2.025999999999999801e+00 -7.695199999999999818e+01 1.270000000000000000e+02
2.638999999999999790e+00 -7.667199999999999704e+01 1.290000000000000000e+02
3.267999999999999794e+00 -7.639499999999999602e+01 1.300000000000000000e+02
3.911999999999999922e+00 -7.612199999999999989e+01 1.310000000000000000e+02
4.570000000000000284e+00 -7.585299999999999443e+01 1.330000000000000000e+02
5.240999999999999659e+00 -7.558700000000000330e+01 1.340000000000000000e+02
5.924000000000000377e+00 -7.532599999999999341e+01 1.350000000000000000e+02
6.618999999999999773e+00 -7.506799999999999784e+01 1.370000000000000000e+02
7.325000000000000178e+00 -7.481499999999999773e+01 1.380000000000000000e+02
8.039999999999999147e+00 -7.456499999999999773e+01 1.410000000000000000e+02
8.766000000000000014e+00 -7.431999999999999318e+01 1.440000000000000000e+02
9.500000000000000000e+00 -7.407999999999999829e+01 1.520000000000000000e+02
1.024200000000000088e+01 -7.384399999999999409e+01 1.580000000000000000e+02
1.099300000000000033e+01 -7.361199999999999477e+01 1.630000000000000000e+02
1.175099999999999945e+01 -7.338500000000000512e+01 1.680000000000000000e+02
1.251600000000000001e+01 -7.316299999999999670e+01 1.760000000000000000e+02
1.328800000000000026e+01 -7.294499999999999318e+01 1.830000000000000000e+02
1.406600000000000072e+01 -7.273300000000000409e+01 1.900000000000000000e+02
1.484999999999999964e+01 -7.252500000000000568e+01 1.940000000000000000e+02
1.564000000000000057e+01 -7.232299999999999329e+01 1.980000000000000000e+02
1.643499999999999872e+01 -7.212500000000000000e+01 2.030000000000000000e+02
1.723499999999999943e+01 -7.193300000000000693e+01 2.050000000000000000e+02
1.803999999999999915e+01 -7.174599999999999511e+01 2.070000000000000000e+02
1.884900000000000020e+01 -7.156499999999999773e+01 2.020000000000000000e+02
1.966300000000000026e+01 -7.138800000000000523e+01 2.030000000000000000e+02
2.048100000000000165e+01 -7.121800000000000352e+01 2.030000000000000000e+02
2.130300000000000082e+01 -7.105200000000000671e+01 2.030000000000000000e+02
2.212800000000000011e+01 -7.089300000000000068e+01 2.020000000000000000e+02
2.295700000000000074e+01 -7.073900000000000432e+01 2.020000000000000000e+02
2.378900000000000148e+01 -7.059099999999999397e+01 2.010000000000000000e+02
2.462399999999999878e+01 -7.044799999999999329e+01 2.000000000000000000e+02
2.546199999999999974e+01 -7.031100000000000705e+01 2.060000000000000000e+02
2.630300000000000082e+01 -7.018000000000000682e+01 2.040000000000000000e+02
2.714600000000000080e+01 -7.005500000000000682e+01 2.020000000000000000e+02
2.799200000000000088e+01 -6.993600000000000705e+01 2.000000000000000000e+02
2.883999999999999986e+01 -6.982299999999999329e+01 1.980000000000000000e+02
2.969000000000000128e+01 -6.971599999999999397e+01 1.960000000000000000e+02
3.054200000000000159e+01 -6.961499999999999488e+01 1.940000000000000000e+02
3.139600000000000080e+01 -6.951999999999999602e+01 1.930000000000000000e+02
3.225200000000000244e+01 -6.943200000000000216e+01 1.920000000000000000e+02
3.310900000000000176e+01 -6.934900000000000375e+01 1.920000000000000000e+02
3.396800000000000352e+01 -6.927299999999999613e+01 1.920000000000000000e+02
3.482800000000000296e+01 -6.920300000000000296e+01 1.920000000000000000e+02
3.568900000000000006e+01 -6.913899999999999579e+01 1.930000000000000000e+02
3.655199999999999960e+01 -6.908100000000000307e+01 1.930000000000000000e+02
3.741499999999999915e+01 -6.903000000000000114e+01 1.950000000000000000e+02
3.827900000000000347e+01 -6.898499999999999943e+01 1.960000000000000000e+02
3.914399999999999835e+01 -6.894599999999999795e+01 1.970000000000000000e+02
4.000999999999999801e+01 -6.891299999999999670e+01 1.990000000000000000e+02
4.087599999999999767e+01 -6.888700000000000045e+01 2.010000000000000000e+02
4.174199999999999733e+01 -6.886799999999999500e+01 2.030000000000000000e+02
4.260900000000000176e+01 -6.885399999999999920e+01 2.050000000000000000e+02
4.347599999999999909e+01 -6.884699999999999420e+01 2.060000000000000000e+02
4.434300000000000352e+01 -6.884699999999999420e+01 2.060000000000000000e+02
4.521000000000000085e+01 -6.885299999999999443e+01 2.060000000000000000e+02
4.607699999999999818e+01 -6.886499999999999488e+01 2.060000000000000000e+02
4.694299999999999784e+01 -6.888299999999999557e+01 2.060000000000000000e+02
4.780899999999999750e+01 -6.890800000000000125e+01 2.050000000000000000e+02
4.867499999999999716e+01 -6.893899999999999295e+01 2.050000000000000000e+02
4.953999999999999915e+01 -6.897700000000000387e+01 2.040000000000000000e+02
5.040400000000000347e+01 -6.902100000000000080e+01 2.030000000000000000e+02
5.126800000000000068e+01 -6.907099999999999795e+01 2.030000000000000000e+02
5.213000000000000256e+01 -6.912699999999999534e+01 2.010000000000000000e+02
5.299199999999999733e+01 -6.918999999999999773e+01 2.010000000000000000e+02
5.385199999999999676e+01 -6.925900000000000034e+01 2.010000000000000000e+02
5.471099999999999852e+01 -6.933400000000000318e+01 2.010000000000000000e+02
5.556900000000000261e+01 -6.941599999999999682e+01 2.020000000000000000e+02
5.642499999999999716e+01 -6.950300000000000011e+01 2.020000000000000000e+02
5.727900000000000347e+01 -6.959699999999999420e+01 2.030000000000000000e+02
5.813100000000000023e+01 -6.969700000000000273e+01 2.040000000000000000e+02
5.898199999999999932e+01 -6.980299999999999727e+01 2.060000000000000000e+02
5.982999999999999829e+01 -6.991500000000000625e+01 1.990000000000000000e+02
6.067699999999999960e+01 -7.003300000000000125e+01 2.000000000000000000e+02
6.152000000000000313e+01 -7.015600000000000591e+01 2.010000000000000000e+02
6.236200000000000188e+01 -7.028600000000000136e+01 2.020000000000000000e+02
6.320000000000000284e+01 -7.042199999999999704e+01 2.030000000000000000e+02
6.403600000000000136e+01 -7.056300000000000239e+01 2.040000000000000000e+02
6.486899999999999977e+01 -7.070999999999999375e+01 2.040000000000000000e+02
6.569799999999999329e+01 -7.086299999999999955e+01 2.040000000000000000e+02
6.652400000000000091e+01 -7.102200000000000557e+01 2.030000000000000000e+02
6.734600000000000364e+01 -7.118600000000000705e+01 2.020000000000000000e+02
6.816500000000000625e+01 -7.135599999999999454e+01 2.080000000000000000e+02
6.898000000000000398e+01 -7.153100000000000591e+01 2.030000000000000000e+02
6.979000000000000625e+01 -7.171099999999999852e+01 1.960000000000000000e+02
7.059600000000000364e+01 -7.189700000000000557e+01 1.900000000000000000e+02
7.139700000000000557e+01 -7.208899999999999864e+01 1.820000000000000000e+02
7.219299999999999784e+01 -7.228499999999999659e+01 1.670000000000000000e+02
7.298399999999999466e+01 -7.248699999999999477e+01 1.380000000000000000e+02
7.376900000000000546e+01 -7.269299999999999784e+01 1.300000000000000000e+02
7.454800000000000182e+01 -7.290500000000000114e+01 1.140000000000000000e+02
7.532099999999999795e+01 -7.312099999999999511e+01 1.100000000000000000e+02
7.608700000000000330e+01 -7.334300000000000352e+01 1.070000000000000000e+02
7.684699999999999420e+01 -7.356900000000000261e+01 1.050000000000000000e+02
7.759900000000000375e+01 -7.379900000000000659e+01 1.030000000000000000e+02
7.834300000000000352e+01 -7.403499999999999659e+01 1.000000000000000000e+02
7.907899999999999352e+01 -7.427500000000000568e+01 9.800000000000000000e+01
7.980599999999999739e+01 -7.451900000000000546e+01 9.600000000000000000e+01
8.052299999999999613e+01 -7.476699999999999591e+01 9.400000000000000000e+01
8.123099999999999454e+01 -7.501999999999999602e+01 9.400000000000000000e+01
8.192799999999999727e+01 -7.527700000000000102e+01 9.400000000000000000e+01
8.885800000000000409e+01 -7.436400000000000432e+01 9.400000000000000000e+01
8.974500000000000455e+01 -7.466400000000000148e+01 9.400000000000000000e+01
9.062600000000000477e+01 -7.496800000000000352e+01 9.400000000000000000e+01
9.150199999999999534e+01 -7.527599999999999625e+01 9.400000000000000000e+01
9.237199999999999989e+01 -7.558899999999999864e+01 9.400000000000000000e+01
9.323499999999999943e+01 -7.590500000000000114e+01 9.400000000000000000e+01
9.409199999999999875e+01 -7.622599999999999909e+01 9.400000000000000000e+01
9.494199999999999307e+01 -7.655100000000000193e+01 9.400000000000000000e+01
9.578400000000000603e+01 -7.687999999999999545e+01 9.400000000000000000e+01
9.661700000000000443e+01 -7.721299999999999386e+01 9.400000000000000000e+01
9.744100000000000250e+01 -7.754999999999999716e+01 9.400000000000000000e+01
9.825600000000000023e+01 -7.789000000000000057e+01 9.400000000000000000e+01
9.905899999999999750e+01 -7.823300000000000409e+01 9.400000000000000000e+01
9.985099999999999909e+01 -7.857999999999999829e+01 9.400000000000000000e+01
1.006290000000000049e+02 -7.893000000000000682e+01 9.400000000000000000e+01
1.013940000000000055e+02 -7.928300000000000125e+01 9.400000000000000000e+01
1.021419999999999959e+02 -7.964000000000000057e+01 9.400000000000000000e+01
1.028730000000000047e+02 -7.999899999999999523e+01 9.400000000000000000e+01
1.035840000000000032e+02 -8.035999999999999943e+01 9.400000000000000000e+01
1.042720000000000056e+02 -8.072499999999999432e+01 9.400000000000000000e+01
1.049360000000000070e+02 -8.109199999999999875e+01 9.400000000000000000e+01
1.055720000000000027e+02 -8.146099999999999852e+01 9.400000000000000000e+01
1.061760000000000019e+02 -8.183199999999999363e+01 9.400000000000000000e+01
1.067429999999999950e+02 -8.220600000000000307e+01 9.400000000000000000e+01
1.072680000000000007e+02 -8.258100000000000307e+01 9.400000000000000000e+01
1.077429999999999950e+02 -8.295799999999999841e+01 9.400000000000000000e+01
1.081599999999999966e+02 -8.333599999999999852e+01 9.400000000000000000e+01
1.085079999999999956e+02 -8.371599999999999397e+01 9.400000000000000000e+01
1.087750000000000057e+02 -8.409600000000000364e+01 9.400000000000000000e+01
1.089419999999999931e+02 -8.447799999999999443e+01 9.400000000000000000e+01
1.089890000000000043e+02 -8.485899999999999466e+01 9.400000000000000000e+01
1.088850000000000051e+02 -8.524099999999999966e+01 9.400000000000000000e+01
1.085930000000000035e+02 -8.562199999999999989e+01 9.400000000000000000e+01
1.080570000000000022e+02 -8.600100000000000477e+01 9.400000000000000000e+01
1.072049999999999983e+02 -8.637900000000000489e+01 9.400000000000000000e+01
1.059290000000000020e+02 -8.675199999999999534e+01 9.400000000000000000e+01
1.040699999999999932e+02 -8.712099999999999511e+01 9.400000000000000000e+01
1.013889999999999958e+02 -8.748099999999999454e+01 9.500000000000000000e+01
9.751200000000000045e+01 -8.782800000000000296e+01 9.600000000000000000e+01
9.185599999999999454e+01 -8.815500000000000114e+01 9.700000000000000000e+01
8.353600000000000136e+01 -8.844700000000000273e+01 9.800000000000000000e+01
7.144899999999999807e+01 -8.868099999999999739e+01 9.800000000000000000e+01
5.508899999999999864e+01 -8.882200000000000273e+01 9.900000000000000000e+01
3.635300000000000153e+01 -8.883499999999999375e+01 1.000000000000000000e+02
1.930099999999999838e+01 -8.871599999999999397e+01 1.010000000000000000e+02
6.402999999999999581e+00 -8.849699999999999989e+01 1.020000000000000000e+02
-2.541999999999999815e+00 -8.821299999999999386e+01 1.030000000000000000e+02
-8.622999999999999332e+00 -8.789199999999999591e+01 1.030000000000000000e+02
-1.278200000000000003e+01 -8.754800000000000182e+01 1.040000000000000000e+02
-1.565499999999999936e+01 -8.718999999999999773e+01 1.050000000000000000e+02
-1.764699999999999847e+01 -8.682200000000000273e+01 1.060000000000000000e+02
-1.901899999999999835e+01 -8.644899999999999807e+01 1.060000000000000000e+02
-1.994200000000000017e+01 -8.607200000000000273e+01 1.070000000000000000e+02
-2.053000000000000114e+01 -8.569299999999999784e+01 1.070000000000000000e+02
-2.086400000000000077e+01 -8.531300000000000239e+01 1.080000000000000000e+02
-2.100000000000000000e+01 -8.493099999999999739e+01 1.080000000000000000e+02
-2.097899999999999920e+01 -8.454900000000000659e+01 1.080000000000000000e+02
-2.083200000000000074e+01 -8.416800000000000637e+01 1.080000000000000000e+02
-2.058299999999999841e+01 -8.378700000000000614e+01 1.080000000000000000e+02
-2.024899999999999878e+01 -8.340800000000000125e+01 1.080000000000000000e+02
-1.984400000000000119e+01 -8.302899999999999636e+01 1.070000000000000000e+02
-1.937900000000000134e+01 -8.265200000000000102e+01 1.070000000000000000e+02
-1.886299999999999955e+01 -8.227599999999999625e+01 1.080000000000000000e+02
-1.830399999999999849e+01 -8.190300000000000580e+01 1.080000000000000000e+02
-1.770700000000000074e+01 -8.153100000000000591e+01 1.080000000000000000e+02
-1.707600000000000051e+01 -8.116100000000000136e+01 1.080000000000000000e+02
-1.641700000000000159e+01 -8.079399999999999693e+01 1.090000000000000000e+02
-1.573300000000000054e+01 -8.042900000000000205e+01 1.090000000000000000e+02
-1.502599999999999980e+01 -8.006699999999999307e+01 1.100000000000000000e+02
-1.429899999999999949e+01 -7.970699999999999363e+01 1.110000000000000000e+02
-1.355400000000000027e+01 -7.934999999999999432e+01 1.120000000000000000e+02
-1.279199999999999982e+01 -7.899599999999999511e+01 1.130000000000000000e+02
-1.201600000000000001e+01 -7.864600000000000080e+01 1.140000000000000000e+02
-1.122700000000000031e+01 -7.829800000000000182e+01 1.140000000000000000e+02
-1.042600000000000016e+01 -7.795399999999999352e+01 1.150000000000000000e+02
-9.612999999999999545e+00 -7.761299999999999955e+01 1.160000000000000000e+02
-8.791000000000000369e+00 -7.727599999999999625e+01 1.170000000000000000e+02
-7.958999999999999631e+00 -7.694299999999999784e+01 1.180000000000000000e+02
-7.118999999999999773e+00 -7.661299999999999955e+01 1.190000000000000000e+02
-6.270999999999999908e+00 -7.628700000000000614e+01 1.210000000000000000e+02
-5.415000000000000036e+00 -7.596599999999999397e+01 1.230000000000000000e+02
-4.552999999999999936e+00 -7.564799999999999613e+01 1.250000000000000000e+02
-3.684000000000000163e+00 -7.533400000000000318e+01 1.270000000000000000e+02
-2.809000000000000163e+00 -7.502500000000000568e+01 1.290000000000000000e+02
-1.929000000000000048e+00 -7.472100000000000364e+01 1.300000000000000000e+02
-1.042999999999999927e+00 -7.442000000000000171e+01 1.320000000000000000e+02
-1.529999999999999971e-01 -7.412500000000000000e+01 1.330000000000000000e+02
7.419999999999999929e-01 -7.383400000000000318e+01 1.350000000000000000e+02
1.641000000000000014e+00 -7.354800000000000182e+01 1.370000000000000000e+02
2.544999999999999929e+00 -7.326699999999999591e+01 1.390000000000000000e+02
3.451999999999999957e+00 -7.298999999999999488e+01 1.420000000000000000e+02
4.363000000000000433e+00 -7.271899999999999409e+01 1.490000000000000000e+02
5.277000000000000135e+00 -7.245300000000000296e+01 1.570000000000000000e+02
6.195000000000000284e+00 -7.219299999999999784e+01 1.610000000000000000e+02
7.115999999999999659e+00 -7.193699999999999761e+01 1.670000000000000000e+02
8.039999999999999147e+00 -7.168699999999999761e+01 1.830000000000000000e+02
8.965999999999999304e+00 -7.144299999999999784e+01 1.880000000000000000e+02
9.896000000000000796e+00 -7.120399999999999352e+01 1.900000000000000000e+02
1.082699999999999996e+01 -7.097100000000000364e+01 1.930000000000000000e+02
1.176200000000000045e+01 -7.074299999999999500e+01 1.970000000000000000e+02
1.269899999999999984e+01 -7.052200000000000557e+01 2.020000000000000000e+02
1.363799999999999990e+01 -7.030599999999999739e+01 2.040000000000000000e+02
1.457900000000000063e+01 -7.009600000000000364e+01 2.060000000000000000e+02
1.552200000000000024e+01 -6.989199999999999591e+01 1.990000000000000000e+02
1.646699999999999875e+01 -6.969499999999999318e+01 2.000000000000000000e+02
1.741400000000000148e+01 -6.950300000000000011e+01 2.010000000000000000e+02
1.836199999999999832e+01 -6.931799999999999784e+01 2.010000000000000000e+02
1.931299999999999883e+01 -6.913899999999999579e+01 2.010000000000000000e+02
2.026500000000000057e+01 -6.896599999999999397e+01 2.000000000000000000e+02
2.121799999999999997e+01 -6.879999999999999716e+01 2.000000000000000000e+02
2.217299999999999827e+01 -6.864000000000000057e+01 1.990000000000000000e+02
2.312900000000000134e+01 -6.848699999999999477e+01 2.060000000000000000e+02
2.408699999999999974e+01 -6.834000000000000341e+01 2.040000000000000000e+02
2.504599999999999937e+01 -6.820000000000000284e+01 2.020000000000000000e+02
2.600600000000000023e+01 -6.806699999999999307e+01 1.990000000000000000e+02
2.696699999999999875e+01 -6.793999999999999773e+01 1.970000000000000000e+02
2.792899999999999849e+01 -6.782099999999999795e+01 1.950000000000000000e+02
2.889199999999999946e+01 -6.770699999999999363e+01 1.940000000000000000e+02
2.985600000000000165e+01 -6.760099999999999909e+01 1.920000000000000000e+02
3.082100000000000151e+01 -6.750199999999999534e+01 1.910000000000000000e+02
3.178699999999999903e+01 -6.740900000000000603e+01 1.900000000000000000e+02
3.275300000000000011e+01 -6.732399999999999807e+01 1.900000000000000000e+02
3.371999999999999886e+01 -6.724500000000000455e+01 1.900000000000000000e+02
3.468800000000000239e+01 -6.717400000000000659e+01 1.910000000000000000e+02
3.565599999999999881e+01 -6.710899999999999466e+01 1.910000000000000000e+02
3.662500000000000000e+01 -6.705200000000000671e+01 1.920000000000000000e+02
3.759400000000000119e+01 -6.700100000000000477e+01 1.930000000000000000e+02
3.856300000000000239e+01 -6.695799999999999841e+01 1.940000000000000000e+02
3.953300000000000125e+01 -6.692100000000000648e+01 1.950000000000000000e+02
4.050300000000000011e+01 -6.689199999999999591e+01 1.960000000000000000e+02
4.147299999999999898e+01 -6.687000000000000455e+01 1.970000000000000000e+02
4.244400000000000261e+01 -6.685500000000000398e+01 1.980000000000000000e+02
4.341400000000000148e+01 -6.684699999999999420e+01 1.990000000000000000e+02
4.438499999999999801e+01 -6.684699999999999420e+01 1.990000000000000000e+02
4.535499999999999687e+01 -6.685299999999999443e+01 1.990000000000000000e+02
4.632600000000000051e+01 -6.686700000000000443e+01 1.980000000000000000e+02
4.729599999999999937e+01 -6.688800000000000523e+01 1.970000000000000000e+02
4.826599999999999824e+01 -6.691500000000000625e+01 1.960000000000000000e+02
4.923599999999999710e+01 -6.695000000000000284e+01 1.950000000000000000e+02
5.020600000000000307e+01 -6.699200000000000443e+01 1.940000000000000000e+02
5.117499999999999716e+01 -6.704200000000000159e+01 1.930000000000000000e+02
5.214399999999999835e+01 -6.709799999999999898e+01 1.920000000000000000e+02
5.311200000000000188e+01 -6.716100000000000136e+01 1.910000000000000000e+02
5.407999999999999829e+01 -6.723099999999999454e+01 1.900000000000000000e+02
5.504699999999999704e+01 -6.730800000000000693e+01 1.890000000000000000e+02
5.601299999999999812e+01 -6.739300000000000068e+01 1.890000000000000000e+02
5.697899999999999920e+01 -6.748399999999999466e+01 1.900000000000000000e+02
5.794400000000000261e+01 -6.758199999999999363e+01 1.910000000000000000e+02
5.890800000000000125e+01 -6.768699999999999761e+01 1.920000000000000000e+02
5.987199999999999989e+01 -6.779900000000000659e+01 1.940000000000000000e+02
6.083400000000000318e+01 -6.791700000000000159e+01 1.960000000000000000e+02
6.179500000000000171e+01 -6.804300000000000637e+01 2.000000000000000000e+02
6.275500000000000256e+01 -6.817499999999999716e+01 2.020000000000000000e+02
